input,sector,region,value
"Computer, Electronic and Optical Products (Section CI)",Construction (Section F),EU,1004.909619
"Computer, Electronic and Optical Products (Section CI)","Wholesale, Retail and Repairs (Section G)",EU,16132.06765
"Computer, Electronic and Optical Products (Section CI)",Transportation and Storage (Section H),EU,4710.472974
"Computer, Electronic and Optical Products (Section CI)",Accommodation and Food Services (Section I),EU,643.1062228
"Computer, Electronic and Optical Products (Section CI)",Information and Communication (Section J),EU,4145.949959
"Computer, Electronic and Optical Products (Section CI)",Financial and Insurance (Section K),EU,2405.247674
"Computer, Electronic and Optical Products (Section CI)",Real Estate Activities (Section L),EU,1508.70079
"Computer, Electronic and Optical Products (Section CI)","Professional, Scientific & Technical (Section M)",EU,7668.56015
"Computer, Electronic and Optical Products (Section CI)",Administrative and Support Services (Section N),EU,8882.022522
"Computer, Electronic and Optical Products (Section CI)",Public administration and defence; compulsory social security (Section O),EU,641.3473065
"Computer, Electronic and Optical Products (Section CI)",Education (Section P),EU,608.0912095
"Computer, Electronic and Optical Products (Section CI)",Other Services (Section (Q-U),EU,819.8063725
Electrical Equipment (Section CJ),"Agriculture, Forestry and Fishing (Section A)",EU,75.66734948
Electrical Equipment (Section CJ),Mining & Quarrying (Section B),EU,802.2649049
Electrical Equipment (Section CJ),"Food Products, Beverages and Tobacco Products (Section CA)",EU,411.173245
Electrical Equipment (Section CJ),"Textiles, Wearing Apparel and Leather (Section CB)",EU,358.8564496
Electrical Equipment (Section CJ),"Wood and Paper Products, and Printing (Section CC)",EU,1758.201678
Electrical Equipment (Section CJ),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU,4749.516566
Electrical Equipment (Section CJ),Basic Pharmaceuticals and Their Products (Section CF),EU,205.3156382
Electrical Equipment (Section CJ),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",EU,6685.774364
Electrical Equipment (Section CJ),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU,24756.62162
Electrical Equipment (Section CJ),"Computer, Electronic and Optical Products (Section CI)",EU,8999.178981
Electrical Equipment (Section CJ),Electrical Equipment (Section CJ),EU,26005.06539
Electrical Equipment (Section CJ),Machinery and Equipment N.E.C. (Section CK),EU,4836.978883
Electrical Equipment (Section CJ),Transport Equipment (Section CL),EU,3028.749993
Electrical Equipment (Section CJ),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU,2299.840006
Electrical Equipment (Section CJ),"Utilities (Section D,E)",EU,2545.265896
Electrical Equipment (Section CJ),Construction (Section F),EU,1310.032036
Electrical Equipment (Section CJ),"Wholesale, Retail and Repairs (Section G)",EU,13271.67709
Electrical Equipment (Section CJ),Transportation and Storage (Section H),EU,5153.52061
Electrical Equipment (Section CJ),Accommodation and Food Services (Section I),EU,557.3336269
Electrical Equipment (Section CJ),Information and Communication (Section J),EU,2456.501959
Electrical Equipment (Section CJ),Financial and Insurance (Section K),EU,2442.9867
Electrical Equipment (Section CJ),Real Estate Activities (Section L),EU,1832.832843
Electrical Equipment (Section CJ),"Professional, Scientific & Technical (Section M)",EU,7448.672661
Electrical Equipment (Section CJ),Administrative and Support Services (Section N),EU,4412.746205
Electrical Equipment (Section CJ),Public administration and defence; compulsory social security (Section O),EU,690.7007615
Electrical Equipment (Section CJ),Education (Section P),EU,366.5953481
Electrical Equipment (Section CJ),Other Services (Section (Q-U),EU,788.4633958
Machinery and Equipment N.E.C. (Section CK),"Agriculture, Forestry and Fishing (Section A)",EU,170.6615213
Machinery and Equipment N.E.C. (Section CK),Mining & Quarrying (Section B),EU,1107.688747
Machinery and Equipment N.E.C. (Section CK),"Food Products, Beverages and Tobacco Products (Section CA)",EU,750.7229168
Machinery and Equipment N.E.C. (Section CK),"Textiles, Wearing Apparel and Leather (Section CB)",EU,854.4147285
Machinery and Equipment N.E.C. (Section CK),"Wood and Paper Products, and Printing (Section CC)",EU,2500.841545
Machinery and Equipment N.E.C. (Section CK),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU,5490.513814
Machinery and Equipment N.E.C. (Section CK),Basic Pharmaceuticals and Their Products (Section CF),EU,478.6098647
Machinery and Equipment N.E.C. (Section CK),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",EU,10653.92815
Machinery and Equipment N.E.C. (Section CK),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU,66307.16173
Machinery and Equipment N.E.C. (Section CK),"Computer, Electronic and Optical Products (Section CI)",EU,8926.501069
Machinery and Equipment N.E.C. (Section CK),Electrical Equipment (Section CJ),EU,12326.55725
Machinery and Equipment N.E.C. (Section CK),Machinery and Equipment N.E.C. (Section CK),EU,63393.32432
Machinery and Equipment N.E.C. (Section CK),Transport Equipment (Section CL),EU,12880.52031
Machinery and Equipment N.E.C. (Section CK),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU,5999.182582
Machinery and Equipment N.E.C. (Section CK),"Utilities (Section D,E)",EU,5809.396988
Machinery and Equipment N.E.C. (Section CK),Construction (Section F),EU,3034.460714
Machinery and Equipment N.E.C. (Section CK),"Wholesale, Retail and Repairs (Section G)",EU,28066.56825
Machinery and Equipment N.E.C. (Section CK),Transportation and Storage (Section H),EU,12115.35034
Machinery and Equipment N.E.C. (Section CK),Accommodation and Food Services (Section I),EU,1352.261412
Machinery and Equipment N.E.C. (Section CK),Information and Communication (Section J),EU,5342.864596
Machinery and Equipment N.E.C. (Section CK),Financial and Insurance (Section K),EU,6232.507122
Machinery and Equipment N.E.C. (Section CK),Real Estate Activities (Section L),EU,4467.3638
Machinery and Equipment N.E.C. (Section CK),"Professional, Scientific & Technical (Section M)",EU,17142.86706
Machinery and Equipment N.E.C. (Section CK),Administrative and Support Services (Section N),EU,10233.4826
Machinery and Equipment N.E.C. (Section CK),Public administration and defence; compulsory social security (Section O),EU,1243.349173
Machinery and Equipment N.E.C. (Section CK),Education (Section P),EU,875.9508466
Machinery and Equipment N.E.C. (Section CK),Other Services (Section (Q-U),EU,1313.493945
Transport Equipment (Section CL),"Agriculture, Forestry and Fishing (Section A)",EU,250.7398424
Transport Equipment (Section CL),Mining & Quarrying (Section B),EU,1487.823192
Transport Equipment (Section CL),"Food Products, Beverages and Tobacco Products (Section CA)",EU,1077.603205
Transport Equipment (Section CL),"Textiles, Wearing Apparel and Leather (Section CB)",EU,4496.446047
Transport Equipment (Section CL),"Wood and Paper Products, and Printing (Section CC)",EU,3883.935942
Transport Equipment (Section CL),"Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU,10644.98944
Transport Equipment (Section CL),Basic Pharmaceuticals and Their Products (Section CF),EU,635.5549962
Transport Equipment (Section CL),"Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",EU,29345.68019
Transport Equipment (Section CL),"Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU,68588.72901
Transport Equipment (Section CL),"Computer, Electronic and Optical Products (Section CI)",EU,10635.62623
Transport Equipment (Section CL),Electrical Equipment (Section CJ),EU,14265.57224
Transport Equipment (Section CL),Machinery and Equipment N.E.C. (Section CK),EU,29410.64259
Transport Equipment (Section CL),Transport Equipment (Section CL),EU,166196.2249
Transport Equipment (Section CL),"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU,12455.85403
Transport Equipment (Section CL),"Utilities (Section D,E)",EU,7643.379144
Transport Equipment (Section CL),Construction (Section F),EU,3734.539076
Transport Equipment (Section CL),"Wholesale, Retail and Repairs (Section G)",EU,51775.41186
Transport Equipment (Section CL),Transportation and Storage (Section H),EU,17582.99157
Transport Equipment (Section CL),Accommodation and Food Services (Section I),EU,1129.829227
Transport Equipment (Section CL),Information and Communication (Section J),EU,6586.377772
Transport Equipment (Section CL),Financial and Insurance (Section K),EU,6983.615806
Transport Equipment (Section CL),Real Estate Activities (Section L),EU,5115.088627
Transport Equipment (Section CL),"Professional, Scientific & Technical (Section M)",EU,24948.75427
Transport Equipment (Section CL),Administrative and Support Services (Section N),EU,14632.19459
Transport Equipment (Section CL),Public administration and defence; compulsory social security (Section O),EU,1931.474824
Transport Equipment (Section CL),Education (Section P),EU,1791.464327
Transport Equipment (Section CL),Other Services (Section (Q-U),EU,2283.044633
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Agriculture, Forestry and Fishing (Section A)",EU,955.0684612
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Mining & Quarrying (Section B),EU,857.2330474
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Food Products, Beverages and Tobacco Products (Section CA)",EU,1068.417302
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Textiles, Wearing Apparel and Leather (Section CB)",EU,3234.839038
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Wood and Paper Products, and Printing (Section CC)",EU,10994.79904
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Coke, Refined Petroleum Products, Chemicals and Chemical Products (Section CD,CE)",EU,6024.780115
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Basic Pharmaceuticals and Their Products (Section CF),EU,426.868623
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Rubber, Plastic and Other Non-Metallic Mineral Products (Section CG)",EU,7170.449454
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Basic Metals and Fabricated Metal Products, Except Machinery (Section CH)",EU,22893.66156
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Computer, Electronic and Optical Products (Section CI)",EU,5933.186065
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Electrical Equipment (Section CJ),EU,4690.291787
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Machinery and Equipment N.E.C. (Section CK),EU,7647.14709
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Transport Equipment (Section CL),EU,5878.601512
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",EU,18217.39305
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Utilities (Section D,E)",EU,3861.602063
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Construction (Section F),EU,2316.589387
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)","Wholesale, Retail and Repairs (Section G)",EU,21316.86368
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Transportation and Storage (Section H),EU,7180.295008
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Accommodation and Food Services (Section I),EU,990.6835045
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Information and Communication (Section J),EU,3952.348302
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Financial and Insurance (Section K),EU,3939.115959
"Furniture, Other Manufacturing; Repair and Installation of Machinery and Equipment (Section CM)",Real Estate Activities (Section L),EU,3312.179278
